Country,WF,WTG,Generation,Type,Power,Component,Material Code,Material Description,'Consumption'[Date],Age (d),Sum of Q,Unit,Order,Order Exchange
United Kingdom,WFG-UN-03,89368,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-02-17 00:00:00,797,1,PCE,SYN-ORD-872387,SYN-EX-07
France,WFG-FR-02,90165,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-04-20 00:00:00,797,1,PCE,SYN-ORD-799589,SYN-EX-07
USA,WFG-US-03,86674,DELTA,N131,3600,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-01-19 00:00:00,797,1,PCE,SYN-ORD-885933,SYN-EX-02
Italy,WFG-IT-03,90742,SIGMA,N90,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2018-04-14 00:00:00,797,1,PCE,SYN-ORD-815001,SYN-EX-06
Uruguay,WFG-UR-01,86972,GAMMA,N149,4500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2023-12-05 00:00:00,798,1,PCE,SYN-ORD-705326,SYN-EX-04
South Africa,WFG-SO-03,88314,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2017-05-15 00:00:00,798,2,PCE,SYN-ORD-950625,SYN-EX-07
USA,WFG-US-03,86455,GAMMA,N163,5700,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2016-08-22 00:00:00,798,1,PCE,SYN-ORD-736999,SYN-EX-06
USA,WFG-US-03,89512,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2018-01-31 00:00:00,798,1,PCE,SYN-ORD-723703,SYN-EX-09
Poland,WFG-PO-03,87802,GAMMA,N149,4500,Yaw System,YAW-4402,Yaw drive frequency converter,2018-02-27 00:00:00,799,1,PCE,SYN-ORD-780761,SYN-EX-03
France,WFG-FR-02,89781,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2020-12-14 00:00:00,799,1,PCE,SYN-ORD-813250,SYN-EX-02
Finland,WFG-FI-01,89553,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-12-25 00:00:00,799,1,PCE,SYN-ORD-778483,SYN-EX-08
USA,WFG-US-03,88987,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-07-10 00:00:00,800,1,PCE,SYN-ORD-895631,SYN-EX-02
Germany,WFG-GE-03,87491,DELTA,N125,3000,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-07-03 00:00:00,800,1,PCE,SYN-ORD-895518,SYN-EX-07
Germany,WFG-GE-03,87262,GAMMA,N149,4500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-04-10 00:00:00,800,1,PCE,SYN-ORD-733498,SYN-EX-02
Finland,WFG-FI-01,90113,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2020-10-25 00:00:00,800,1,PCE,SYN-ORD-852613,SYN-EX-06
Germany,WFG-GE-03,88939,SIGMA,N100,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2019-10-17 00:00:00,800,1,PCE,SYN-ORD-811048,SYN-EX-03
France,WFG-FR-02,89993,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-05-31 00:00:00,800,1,PCE,SYN-ORD-951768,SYN-EX-09
France,WFG-FR-02,88401,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-02-24 00:00:00,801,1,PCE,SYN-ORD-881060,SYN-EX-05
Germany,WFG-GE-03,89843,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-09-03 00:00:00,801,1,PCE,SYN-ORD-857738,SYN-EX-09
France,WFG-FR-02,87555,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2020-04-24 00:00:00,801,1,PCE,SYN-ORD-764798,SYN-EX-09
Italy,WFG-IT-03,86285,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-03-11 00:00:00,802,1,PCE,SYN-ORD-795620,SYN-EX-03
Germany,WFG-GE-03,87128,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2016-12-26 00:00:00,803,1,PCE,SYN-ORD-876167,SYN-EX-02
Netherlands,WFG-NE-03,86241,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2017-07-18 00:00:00,803,1,PCE,SYN-ORD-942948,SYN-EX-08
Sweden,WFG-SW-03,86814,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-11-10 00:00:00,803,1,PCE,SYN-ORD-743674,SYN-EX-03
Turkey,WFG-TU-03,86439,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-08-30 00:00:00,803,1,PCE,SYN-ORD-977762,SYN-EX-07
Germany,WFG-GE-03,86447,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2019-11-23 00:00:00,804,1,PCE,SYN-ORD-919549,SYN-EX-04
United Kingdom,WFG-UN-03,90327,DELTA,N125,3000,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-06-23 00:00:00,805,1,PCE,SYN-ORD-849312,SYN-EX-02
Germany,WFG-GE-03,89557,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-10-07 00:00:00,805,1,PCE,SYN-ORD-903287,SYN-EX-05
Turkey,WFG-TU-03,88792,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2021-10-21 00:00:00,805,1,PCE,SYN-ORD-705921,SYN-EX-02
Croatia,WFG-CR-03,89408,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2021-08-09 00:00:00,805,1,PCE,SYN-ORD-709105,SYN-EX-03
Romania,WFG-RO-02,89224,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-12-27 00:00:00,805,1,PCE,SYN-ORD-881621,SYN-EX-03
Portugal,WFG-PO-03,86451,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2018-07-27 00:00:00,806,1,PCE,SYN-ORD-983542,SYN-EX-06
France,WFG-FR-02,86614,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2020-11-26 00:00:00,807,1,PCE,SYN-ORD-794981,SYN-EX-08
Ireland,WFG-IR-02,89753,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-02-27 00:00:00,807,1,PCE,SYN-ORD-919775,SYN-EX-06
Ireland,WFG-IR-02,87458,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2025-01-08 00:00:00,808,1,PCE,SYN-ORD-987171,SYN-EX-09
Turkey,WFG-TU-03,89583,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-12-22 00:00:00,808,1,PCE,SYN-ORD-747010,SYN-EX-06
United Kingdom,WFG-UN-03,88399,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2024-07-11 00:00:00,809,1,PCE,SYN-ORD-947785,SYN-EX-09
Germany,WFG-GE-03,86822,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-07-19 00:00:00,809,1,PCE,SYN-ORD-940134,SYN-EX-01
France,WFG-FR-02,87247,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2019-05-31 00:00:00,809,1,PCE,SYN-ORD-828282,SYN-EX-05
USA,WFG-US-03,88889,GAMMA,N149,4500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2021-10-15 00:00:00,809,1,PCE,SYN-ORD-814197,SYN-EX-09
Germany,WFG-GE-03,88605,DELTA,N80,1300,Yaw System,YAW-3301,Yaw drive frequency converter,2017-04-04 00:00:00,810,1,PCE,SYN-ORD-867850,SYN-EX-02
Germany,WFG-GE-03,88996,DELTA,N125,3000,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2016-08-20 00:00:00,810,1,PCE,SYN-ORD-754408,SYN-EX-05
Finland,WFG-FI-01,88288,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2017-05-09 00:00:00,810,1,PCE,SYN-ORD-747460,SYN-EX-02
Estonia,WFG-ES-02,88279,GAMMA,N149,4500,Main Bearing,BRG-2208,Main bearing assembly,2022-08-28 00:00:00,810,1,PCE,SYN-ORD-768434,SYN-EX-02
USA,WFG-US-03,90264,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2017-07-19 00:00:00,810,1,PCE,SYN-ORD-742270,SYN-EX-06
Finland,WFG-FI-01,88136,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2021-11-12 00:00:00,812,2,PCE,SYN-ORD-932110,SYN-EX-05
Estonia,WFG-ES-02,90606,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-05-08 00:00:00,812,1,PCE,SYN-ORD-883750,SYN-EX-03
Germany,WFG-GE-03,89857,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-02-16 00:00:00,813,1,PCE,SYN-ORD-950876,SYN-EX-09
Turkey,WFG-TU-03,88185,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2019-01-16 00:00:00,813,1,PCE,SYN-ORD-850952,SYN-EX-03
Turkey,WFG-TU-03,87040,GAMMA,N149,4500,Generator,GEN-5210,Generator control module,2021-01-21 00:00:00,813,1,PCE,SYN-ORD-909988,SYN-EX-06
Germany,WFG-GE-03,88063,DELTA,N131,3600,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2017-03-02 00:00:00,814,1,PCE,SYN-ORD-772735,SYN-EX-09
Portugal,WFG-PO-03,87949,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2022-09-29 00:00:00,814,1,PCE,SYN-ORD-912111,SYN-EX-08
Turkey,WFG-TU-03,88952,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-09-17 00:00:00,815,1,PCE,SYN-ORD-702280,SYN-EX-08
Turkey,WFG-TU-03,87485,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2021-05-25 00:00:00,815,1,PCE,SYN-ORD-792744,SYN-EX-01
Germany,WFG-GE-03,89470,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-05-15 00:00:00,815,2,PCE,SYN-ORD-815725,SYN-EX-02
Germany,WFG-GE-03,88560,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-04-07 00:00:00,815,2,PCE,SYN-ORD-744229,SYN-EX-04
Belgium,WFG-BE-01,89656,SIGMA,N100,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2020-12-25 00:00:00,816,1,PCE,SYN-ORD-826922,SYN-EX-03
Germany,WFG-GE-03,90665,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-10-27 00:00:00,816,1,PCE,SYN-ORD-959738,SYN-EX-08
France,WFG-FR-02,86703,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-02-17 00:00:00,816,1,PCE,SYN-ORD-719802,SYN-EX-09
France,WFG-FR-02,86678,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-06-16 00:00:00,817,1,PCE,SYN-ORD-860874,SYN-EX-04
USA,WFG-US-03,88267,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-04-21 00:00:00,817,1,PCE,SYN-ORD-933291,SYN-EX-08
United Kingdom,WFG-UN-03,86369,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-11-09 00:00:00,818,1,PCE,SYN-ORD-715132,SYN-EX-04
USA,WFG-US-03,87007,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-07-07 00:00:00,819,1,PCE,SYN-ORD-764007,SYN-EX-04
Germany,WFG-GE-03,88753,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-03-09 00:00:00,819,1,PCE,SYN-ORD-827505,SYN-EX-09
France,WFG-FR-02,89591,DELTA,N131,3600,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-11-19 00:00:00,820,1,PCE,SYN-ORD-712676,SYN-EX-01
Finland,WFG-FI-01,89510,DELTA,N131,3600,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-06-29 00:00:00,820,1,PCE,SYN-ORD-768737,SYN-EX-03
United Kingdom,WFG-UN-03,89809,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2017-11-20 00:00:00,820,1,PCE,SYN-ORD-952780,SYN-EX-02
United Kingdom,WFG-UN-03,89281,SIGMA,N100,2500,Main Bearing,BRG-1102,Main bearing assembly,2022-07-15 00:00:00,820,1,PCE,SYN-ORD-886780,SYN-EX-05
Ireland,WFG-IR-02,88632,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-08-19 00:00:00,820,1,PCE,SYN-ORD-798794,SYN-EX-08
Portugal,WFG-PO-03,86340,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2021-11-14 00:00:00,820,1,PCE,SYN-ORD-937843,SYN-EX-06
Germany,WFG-GE-03,86915,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2021-05-28 00:00:00,821,1,PCE,SYN-ORD-878808,SYN-EX-08
Turkey,WFG-TU-03,90535,DELTA,N131,3600,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-03-17 00:00:00,821,2,PCE,SYN-ORD-752858,SYN-EX-03
USA,WFG-US-03,90675,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2022-10-12 00:00:00,821,1,PCE,SYN-ORD-947935,SYN-EX-07
France,WFG-FR-02,87332,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-11-07 00:00:00,822,1,PCE,SYN-ORD-903947,SYN-EX-05
Finland,WFG-FI-01,89217,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2025-06-26 00:00:00,822,2,PCE,SYN-ORD-962608,SYN-EX-03
USA,WFG-US-03,90578,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-08-12 00:00:00,822,1,PCE,SYN-ORD-885561,SYN-EX-03
Portugal,WFG-PO-03,87520,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-04-30 00:00:00,824,1,PCE,SYN-ORD-803905,SYN-EX-03
Finland,WFG-FI-01,87817,GAMMA,N149,4500,Yaw System,YAW-4402,Yaw drive frequency converter,2024-06-26 00:00:00,824,1,PCE,SYN-ORD-878626,SYN-EX-07
USA,WFG-US-03,88355,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2022-07-23 00:00:00,824,2,PCE,SYN-ORD-991521,SYN-EX-04
Belgium,WFG-BE-01,88076,SIGMA,N100,2500,Main Bearing,BRG-1102,Main bearing assembly,2022-09-29 00:00:00,825,1,PCE,SYN-ORD-907348,SYN-EX-03
United Kingdom,WFG-UN-03,90282,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2020-08-27 00:00:00,825,1,PCE,SYN-ORD-846232,SYN-EX-01
Finland,WFG-FI-01,87523,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-03-10 00:00:00,825,1,PCE,SYN-ORD-952563,SYN-EX-01
France,WFG-FR-02,89039,DELTA,N125,3000,Yaw System,YAW-3301,Yaw drive frequency converter,2023-03-24 00:00:00,825,1,PCE,SYN-ORD-888025,SYN-EX-01
USA,WFG-US-03,87606,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2018-02-06 00:00:00,826,1,PCE,SYN-ORD-740829,SYN-EX-09
USA,WFG-US-03,87895,DELTA,N131,3600,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2019-05-22 00:00:00,827,1,PCE,SYN-ORD-756476,SYN-EX-03
Germany,WFG-GE-03,89647,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2022-11-01 00:00:00,827,1,PCE,SYN-ORD-915033,SYN-EX-09
Turkey,WFG-TU-03,89752,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-04-08 00:00:00,827,1,PCE,SYN-ORD-827694,SYN-EX-02
Belgium,WFG-BE-01,88988,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2025-09-01 00:00:00,827,1,PCE,SYN-ORD-953531,SYN-EX-01
United Kingdom,WFG-UN-03,87387,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2019-10-30 00:00:00,828,2,PCE,SYN-ORD-895298,SYN-EX-09
Germany,WFG-GE-03,90282,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-01-06 00:00:00,828,1,PCE,SYN-ORD-789141,SYN-EX-09
France,WFG-FR-02,89445,GAMMA,N149,4500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2018-10-23 00:00:00,828,1,PCE,SYN-ORD-844076,SYN-EX-03
France,WFG-FR-02,86813,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-07-03 00:00:00,829,1,PCE,SYN-ORD-876531,SYN-EX-09
Germany,WFG-GE-03,88188,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-04-06 00:00:00,829,1,PCE,SYN-ORD-849732,SYN-EX-04
South Africa,WFG-SO-03,88756,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2021-03-25 00:00:00,829,1,PCE,SYN-ORD-889625,SYN-EX-05
Turkey,WFG-TU-03,88687,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2016-10-31 00:00:00,830,1,PCE,SYN-ORD-830866,SYN-EX-06
France,WFG-FR-02,90014,GAMMA,N149,4500,Main Bearing,BRG-1102,Main bearing assembly,2022-08-12 00:00:00,831,1,PCE,SYN-ORD-896431,SYN-EX-07
United Kingdom,WFG-UN-03,88824,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-02-14 00:00:00,831,2,PCE,SYN-ORD-770448,SYN-EX-04
Germany,WFG-GE-03,87875,GAMMA,N149,4500,Gearbox,GBX-2044,Gearbox service component,2021-10-29 00:00:00,832,1,PCE,SYN-ORD-968718,SYN-EX-03
France,WFG-FR-02,87162,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-10-09 00:00:00,832,1,PCE,SYN-ORD-755599,SYN-EX-06
Ireland,WFG-IR-02,86375,GAMMA,N149,4500,Gearbox,GBX-1180,Gearbox service component,2023-06-29 00:00:00,832,1,PCE,SYN-ORD-751906,SYN-EX-02
United Kingdom,WFG-UN-03,86917,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2023-08-22 00:00:00,832,1,PCE,SYN-ORD-867868,SYN-EX-03
Argentina,WFG-AR-03,87945,SIGMA,N90,2500,Main Bearing,BRG-2208,Main bearing assembly,2021-02-07 00:00:00,832,1,PCE,SYN-ORD-911005,SYN-EX-09
United Kingdom,WFG-UN-03,86754,DELTA,N80,1300,Gearbox,GBX-1180,Gearbox service component,2023-06-29 00:00:00,833,2,PCE,SYN-ORD-768913,SYN-EX-04
Turkey,WFG-TU-03,87078,SIGMA,N90,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2022-01-08 00:00:00,833,1,PCE,SYN-ORD-862670,SYN-EX-06
Portugal,WFG-PO-03,88068,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2016-03-06 00:00:00,834,1,PCE,SYN-ORD-779211,SYN-EX-09
Greece,WFG-GR-03,88422,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-06-28 00:00:00,834,1,PCE,SYN-ORD-944869,SYN-EX-05
Italy,WFG-IT-03,86631,SIGMA,N90,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2024-12-10 00:00:00,834,1,PCE,SYN-ORD-949744,SYN-EX-03
Lithuania,WFG-LI-02,87272,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-01-09 00:00:00,834,1,PCE,SYN-ORD-768503,SYN-EX-09
Poland,WFG-PO-03,90609,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2020-12-17 00:00:00,834,1,PCE,SYN-ORD-875133,SYN-EX-07
Sweden,WFG-SW-03,87764,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2018-11-06 00:00:00,835,1,PCE,SYN-ORD-790713,SYN-EX-07
Germany,WFG-GE-03,88436,SIGMA,N100,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2019-06-11 00:00:00,835,1,PCE,SYN-ORD-883359,SYN-EX-07
Italy,WFG-IT-03,90187,SIGMA,N90,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2019-09-28 00:00:00,835,1,PCE,SYN-ORD-754767,SYN-EX-06
Turkey,WFG-TU-03,87928,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-04-21 00:00:00,837,1,PCE,SYN-ORD-758941,SYN-EX-06
USA,WFG-US-03,87185,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-10-31 00:00:00,837,1,PCE,SYN-ORD-745969,SYN-EX-02
Ireland,WFG-IR-02,86986,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2018-12-10 00:00:00,837,1,PCE,SYN-ORD-859415,SYN-EX-05
Lithuania,WFG-LI-02,86972,DELTA,N125,3000,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-06-02 00:00:00,838,1,PCE,SYN-ORD-719958,SYN-EX-03
Brazil,WFG-BR-02,90008,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2018-08-29 00:00:00,838,1,PCE,SYN-ORD-730743,SYN-EX-05
France,WFG-FR-02,89802,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-06-22 00:00:00,839,1,PCE,SYN-ORD-833573,SYN-EX-05
Italy,WFG-IT-03,87229,DELTA,N131,3600,Yaw System,YAW-4402,Yaw drive frequency converter,2022-11-13 00:00:00,839,2,PCE,SYN-ORD-887416,SYN-EX-07
Portugal,WFG-PO-03,90643,DELTA,N125,3000,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-05-31 00:00:00,839,1,PCE,SYN-ORD-918812,SYN-EX-06
France,WFG-FR-02,86606,SIGMA,N90,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2024-08-01 00:00:00,840,1,PCE,SYN-ORD-803707,SYN-EX-04
Germany,WFG-GE-03,89506,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2021-01-07 00:00:00,840,1,PCE,SYN-ORD-955226,SYN-EX-03
Germany,WFG-GE-03,90596,DELTA,N80,1300,Gearbox,GBX-2044,Gearbox service component,2022-09-30 00:00:00,840,1,PCE,SYN-ORD-990755,SYN-EX-06
Poland,WFG-PO-03,88800,DELTA,N131,3600,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2024-12-10 00:00:00,841,1,PCE,SYN-ORD-887004,SYN-EX-06
USA,WFG-US-03,86969,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-05-26 00:00:00,841,1,PCE,SYN-ORD-705992,SYN-EX-08
Brazil,WFG-BR-02,90336,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-08-02 00:00:00,841,1,PCE,SYN-ORD-875673,SYN-EX-03
Turkey,WFG-TU-03,90484,DELTA,N125,3000,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-08-01 00:00:00,841,1,PCE,SYN-ORD-796307,SYN-EX-03
Argentina,WFG-AR-03,89704,SIGMA,N100,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2018-12-02 00:00:00,841,1,PCE,SYN-ORD-946657,SYN-EX-06
Turkey,WFG-TU-03,86309,SIGMA,N100,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2020-11-12 00:00:00,841,1,PCE,SYN-ORD-787982,SYN-EX-06
Poland,WFG-PO-03,90641,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2025-10-14 00:00:00,842,1,PCE,SYN-ORD-967966,SYN-EX-03
Germany,WFG-GE-03,89173,DELTA,N131,3600,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2025-02-18 00:00:00,842,1,PCE,SYN-ORD-993525,SYN-EX-02
USA,WFG-US-03,88982,DELTA,N131,3600,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-09-17 00:00:00,842,1,PCE,SYN-ORD-890062,SYN-EX-09
Netherlands,WFG-NE-03,90327,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-10-01 00:00:00,842,1,PCE,SYN-ORD-991829,SYN-EX-04
South Africa,WFG-SO-03,90030,GAMMA,N149,4500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-01-21 00:00:00,842,1,PCE,SYN-ORD-957332,SYN-EX-04
Netherlands,WFG-NE-03,86445,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2019-06-07 00:00:00,843,1,PCE,SYN-ORD-878892,SYN-EX-06
Germany,WFG-GE-03,87445,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-08-27 00:00:00,843,1,PCE,SYN-ORD-703614,SYN-EX-05
Turkey,WFG-TU-03,86360,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2024-10-06 00:00:00,844,1,PCE,SYN-ORD-956620,SYN-EX-09
Germany,WFG-GE-03,88818,GAMMA,N149,4500,Yaw System,YAW-4402,Yaw drive frequency converter,2020-05-17 00:00:00,844,1,PCE,SYN-ORD-810957,SYN-EX-05
Germany,WFG-GE-03,88980,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2023-03-21 00:00:00,845,1,PCE,SYN-ORD-897330,SYN-EX-03
Ireland,WFG-IR-02,88455,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-06-05 00:00:00,845,1,PCE,SYN-ORD-896536,SYN-EX-07
Italy,WFG-IT-03,89596,DELTA,N125,3000,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-01-12 00:00:00,846,1,PCE,SYN-ORD-912393,SYN-EX-09
Poland,WFG-PO-03,88547,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2024-11-11 00:00:00,846,1,PCE,SYN-ORD-896658,SYN-EX-03
Sweden,WFG-SW-03,88484,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-05-13 00:00:00,846,1,PCE,SYN-ORD-868619,SYN-EX-04
Italy,WFG-IT-03,87841,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-12-10 00:00:00,846,1,PCE,SYN-ORD-796931,SYN-EX-01
Netherlands,WFG-NE-03,89854,DELTA,N131,3600,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-08-13 00:00:00,846,1,PCE,SYN-ORD-954160,SYN-EX-04
